Date,HomeTeam,AwayTeam,FTHG,FTAG
20/08/16,Juventus,Fiorentina,2,1
20/08/16,Roma,Udinese,4,0
21/08/16,Atalanta,Lazio,3,4
21/08/16,Bologna,Crotone,1,0
21/08/16,Chievo,Inter,2,0
21/08/16,Empoli,Sampdoria,0,1
21/08/16,Genoa,Cagliari,3,1
21/08/16,Milan,Torino,3,2
21/08/16,Palermo,Sassuolo,0,1
21/08/16,Pescara,Napoli,2,2
27/08/16,Lazio,Juventus,0,1
27/08/16,Napoli,Milan,4,2
28/08/16,Cagliari,Roma,2,2
28/08/16,Crotone,Genoa,1,3
28/08/16,Fiorentina,Chievo,1,0
28/08/16,Inter,Palermo,1,1
28/08/16,Sampdoria,Atalanta,2,1
28/08/16,Sassuolo,Pescara,0,3
28/08/16,Torino,Bologna,5,1
28/08/16,Udinese,Empoli,2,0
10/09/16,Juventus,Sassuolo,3,1
10/09/16,Palermo,Napoli,0,3
11/09/16,Atalanta,Torino,2,1
11/09/16,Bologna,Cagliari,2,1
11/09/16,Chievo,Lazio,1,1
11/09/16,Milan,Udinese,0,1
11/09/16,Pescara,Inter,1,2
11/09/16,Roma,Sampdoria,3,2
12/09/16,Empoli,Crotone,2,1
16/09/16,Sampdoria,Milan,0,1
17/09/16,Lazio,Pescara,3,0
17/09/16,Napoli,Bologna,3,1
18/09/16,Cagliari,Atalanta,3,0
18/09/16,Crotone,Palermo,1,1
18/09/16,Fiorentina,Roma,1,0
18/09/16,Inter,Juventus,2,1
18/09/16,Sassuolo,Genoa,2,0
18/09/16,Torino,Empoli,0,0
18/09/16,Udinese,Chievo,1,2
20/09/16,Milan,Lazio,2,0
21/09/16,Atalanta,Palermo,0,1
21/09/16,Bologna,Sampdoria,2,0
21/09/16,Chievo,Sassuolo,2,1
21/09/16,Empoli,Inter,0,2
21/09/16,Genoa,Napoli,0,0
21/09/16,Juventus,Cagliari,4,0
21/09/16,Pescara,Torino,0,0
21/09/16,Roma,Crotone,4,0
21/09/16,Udinese,Fiorentina,2,2
24/09/16,Napoli,Chievo,2,0
24/09/16,Palermo,Juventus,0,1
25/09/16,Fiorentina,Milan,0,0
25/09/16,Genoa,Pescara,1,1
25/09/16,Inter,Bologna,1,1
25/09/16,Lazio,Empoli,2,0
25/09/16,Sassuolo,Udinese,1,0
25/09/16,Torino,Roma,3,1
26/09/16,Cagliari,Sampdoria,2,1
26/09/16,Crotone,Atalanta,1,3
01/10/16,Pescara,Chievo,0,2
01/10/16,Udinese,Lazio,0,3
02/10/16,Atalanta,Napoli,1,0
02/10/16,Bologna,Genoa,0,1
02/10/16,Cagliari,Crotone,2,1
02/10/16,Empoli,Juventus,0,3
02/10/16,Milan,Sassuolo,4,3
02/10/16,Roma,Inter,2,1
02/10/16,Sampdoria,Palermo,1,1
02/10/16,Torino,Fiorentina,2,1
15/10/16,Juventus,Udinese,2,1
15/10/16,Napoli,Roma,1,3
15/10/16,Pescara,Sampdoria,1,1
16/10/16,Chievo,Milan,1,3
16/10/16,Fiorentina,Atalanta,0,0
16/10/16,Genoa,Empoli,0,0
16/10/16,Inter,Cagliari,1,2
16/10/16,Lazio,Bologna,1,1
16/10/16,Sassuolo,Crotone,2,1
17/10/16,Palermo,Torino,1,4
22/10/16,Milan,Juventus,1,0
22/10/16,Sampdoria,Genoa,2,1
23/10/16,Atalanta,Inter,2,1
23/10/16,Bologna,Sassuolo,1,1
23/10/16,Cagliari,Fiorentina,3,5
23/10/16,Crotone,Napoli,1,2
23/10/16,Empoli,Chievo,0,0
23/10/16,Roma,Palermo,4,1
23/10/16,Torino,Lazio,2,2
23/10/16,Udinese,Pescara,3,1
25/10/16,Genoa,Milan,3,0
26/10/16,Chievo,Bologna,1,1
26/10/16,Fiorentina,Crotone,1,1
26/10/16,Inter,Torino,2,1
26/10/16,Juventus,Sampdoria,4,1
26/10/16,Lazio,Cagliari,4,1
26/10/16,Napoli,Empoli,2,0
26/10/16,Pescara,Atalanta,0,1
26/10/16,Sassuolo,Roma,1,3
27/10/16,Palermo,Udinese,1,3
29/10/16,Bologna,Fiorentina,0,1
29/10/16,Juventus,Napoli,2,1
30/10/16,Atalanta,Genoa,3,0
30/10/16,Crotone,Chievo,2,0
30/10/16,Empoli,Roma,0,0
30/10/16,Lazio,Sassuolo,2,1
30/10/16,Milan,Pescara,1,0
30/10/16,Sampdoria,Inter,1,0
31/10/16,Cagliari,Palermo,2,1
31/10/16,Udinese,Torino,2,2
05/11/16,Napoli,Lazio,1,1
05/11/16,Torino,Cagliari,5,1
06/11/16,Chievo,Juventus,1,2
06/11/16,Fiorentina,Sampdoria,1,1
06/11/16,Genoa,Udinese,1,1
06/11/16,Inter,Crotone,3,0
06/11/16,Palermo,Milan,1,2
06/11/16,Pescara,Empoli,0,4
06/11/16,Roma,Bologna,3,0
06/11/16,Sassuolo,Atalanta,0,3
19/11/16,Chievo,Cagliari,1,0
19/11/16,Juventus,Pescara,3,0
19/11/16,Udinese,Napoli,1,2
20/11/16,Atalanta,Roma,2,1
20/11/16,Bologna,Palermo,3,1
20/11/16,Crotone,Torino,0,2
20/11/16,Empoli,Fiorentina,0,4
20/11/16,Lazio,Genoa,3,1
20/11/16,Milan,Inter,2,2
20/11/16,Sampdoria,Sassuolo,3,2
26/11/16,Empoli,Milan,1,4
26/11/16,Torino,Chievo,2,1
27/11/16,Bologna,Atalanta,0,2
27/11/16,Cagliari,Udinese,2,1
27/11/16,Crotone,Sampdoria,1,1
27/11/16,Genoa,Juventus,3,1
27/11/16,Palermo,Lazio,0,1
27/11/16,Roma,Pescara,3,2
28/11/16,Inter,Fiorentina,4,2
28/11/16,Napoli,Sassuolo,1,1
02/12/16,Napoli,Inter,3,0
03/12/16,Juventus,Atalanta,3,1
04/12/16,Fiorentina,Palermo,2,1
04/12/16,Lazio,Roma,0,2
04/12/16,Milan,Crotone,2,1
04/12/16,Pescara,Cagliari,1,1
04/12/16,Sampdoria,Torino,2,0
04/12/16,Sassuolo,Empoli,3,0
05/12/16,Chievo,Genoa,0,0
05/12/16,Udinese,Bologna,1,0
10/12/16,Crotone,Pescara,2,1
10/12/16,Sampdoria,Lazio,1,2
11/12/16,Atalanta,Udinese,1,3
11/12/16,Bologna,Empoli,0,0
11/12/16,Cagliari,Napoli,0,5
11/12/16,Inter,Genoa,2,0
11/12/16,Palermo,Chievo,0,2
11/12/16,Torino,Juventus,1,3
12/12/16,Fiorentina,Sassuolo,2,1
12/12/16,Roma,Milan,1,0
15/12/16,Genoa,Fiorentina,1,0
17/12/16,Empoli,Cagliari,2,0
17/12/16,Juventus,Roma,1,0
17/12/16,Milan,Atalanta,0,0
18/12/16,Chievo,Sampdoria,2,1
18/12/16,Genoa,Palermo,3,4
18/12/16,Lazio,Fiorentina,3,1
18/12/16,Napoli,Torino,5,3
18/12/16,Pescara,Bologna,0,3
18/12/16,Sassuolo,Inter,0,1
18/12/16,Udinese,Crotone,2,0
20/12/16,Atalanta,Empoli,2,1
21/12/16,Inter,Lazio,3,0
22/12/16,Cagliari,Sassuolo,4,3
22/12/16,Fiorentina,Napoli,3,3
22/12/16,Palermo,Pescara,1,1
22/12/16,Roma,Chievo,3,1
22/12/16,Sampdoria,Udinese,0,0
22/12/16,Torino,Genoa,1,0
07/01/17,Empoli,Palermo,1,0
07/01/17,Napoli,Sampdoria,2,1
08/01/17,Chievo,Atalanta,1,4
08/01/17,Genoa,Roma,0,1
08/01/17,Juventus,Bologna,3,0
08/01/17,Lazio,Crotone,1,0
08/01/17,Milan,Cagliari,1,0
08/01/17,Sassuolo,Torino,0,0
08/01/17,Udinese,Inter,1,2
14/01/17,Crotone,Bologna,0,1
14/01/17,Inter,Chievo,3,1
15/01/17,Cagliari,Genoa,4,1
15/01/17,Fiorentina,Juventus,2,1
15/01/17,Lazio,Atalanta,2,1
15/01/17,Napoli,Pescara,3,1
15/01/17,Sampdoria,Empoli,0,0
15/01/17,Sassuolo,Palermo,4,1
15/01/17,Udinese,Roma,0,1
16/01/17,Torino,Milan,2,2
21/01/17,Chievo,Fiorentina,0,3
21/01/17,Milan,Napoli,1,2
22/01/17,Atalanta,Sampdoria,1,0
22/01/17,Bologna,Torino,2,0
22/01/17,Empoli,Udinese,1,0
22/01/17,Genoa,Crotone,2,2
22/01/17,Juventus,Lazio,2,0
22/01/17,Palermo,Inter,0,1
22/01/17,Pescara,Sassuolo,1,3
22/01/17,Roma,Cagliari,1,0
28/01/17,Inter,Pescara,3,0
28/01/17,Lazio,Chievo,0,1
29/01/17,Cagliari,Bologna,1,1
29/01/17,Crotone,Empoli,4,1
29/01/17,Fiorentina,Genoa,3,3
29/01/17,Napoli,Palermo,1,1
29/01/17,Sampdoria,Roma,3,2
29/01/17,Sassuolo,Juventus,0,2
29/01/17,Torino,Atalanta,1,1
29/01/17,Udinese,Milan,2,1
01/02/17,Pescara,Fiorentina,1,2
04/02/17,Bologna,Napoli,1,7
05/02/17,Atalanta,Cagliari,2,0
05/02/17,Chievo,Udinese,0,0
05/02/17,Empoli,Torino,1,1
05/02/17,Genoa,Sassuolo,0,1
05/02/17,Juventus,Inter,1,0
