Date,HomeTeam,AwayTeam,FTHG,FTAG
24/08/2019,Parma,Juventus,0,1
24/08/2019,Fiorentina,Napoli,3,4
25/08/2019,Udinese,Milan,1,0
25/08/2019,Cagliari,Brescia,0,1
25/08/2019,Roma,Genoa,3,3
25/08/2019,Sampdoria,Lazio,0,3
25/08/2019,Spal,Atalanta,2,3
25/08/2019,Torino,Sassuolo,2,1
25/08/2019,Verona,Bologna,1,1
26/08/2019,Inter,Lecce,4,0
30/08/2019,Bologna,Spal,1,0
31/08/2019,Milan,Brescia,1,0
31/08/2019,Juventus,Napoli,4,3
01/09/2019,Lazio,Roma,1,1
01/09/2019,Atalanta,Torino,2,3
01/09/2019,Cagliari,Inter,1,2
01/09/2019,Genoa,Fiorentina,2,1
01/09/2019,Lecce,Verona,0,1
01/09/2019,Sassuolo,Sampdoria,4,1
01/09/2019,Udinese,Parma,1,3
14/09/2019,Fiorentina,Juventus,0,0
14/09/2019,Napoli,Sampdoria,2,0
14/09/2019,Inter,Udinese,1,0
15/09/2019,Genoa,Atalanta,1,2
15/09/2019,Brescia,Bologna,3,4
15/09/2019,Parma,Cagliari,1,3
15/09/2019,Spal,Lazio,2,1
15/09/2019,Roma,Sassuolo,4,2
15/09/2019,Verona,Milan,0,1
16/09/2019,Torino,Lecce,1,2
20/09/2019,Cagliari,Genoa,3,1
21/09/2019,Udinese,Brescia,0,1
21/09/2019,Juventus,Verona,2,1
21/09/2019,Milan,Inter,0,2
22/09/2019,Sassuolo,Spal,3,0
22/09/2019,Bologna,Roma,1,2
22/09/2019,Lecce,Napoli,1,4
22/09/2019,Sampdoria,Torino,1,0
22/09/2019,Atalanta,Fiorentina,2,2
22/09/2019,Lazio,Parma,2,0
24/09/2019,Verona,Udinese,0,0
24/09/2019,Brescia,Juventus,1,2
25/09/2019,Roma,Atalanta,0,2
25/09/2019,Fiorentina,Sampdoria,2,1
25/09/2019,Genoa,Bologna,0,0
25/09/2019,Inter,Lazio,1,0
25/09/2019,Napoli,Cagliari,0,1
25/09/2019,Parma,Sassuolo,1,0
25/09/2019,Spal,Lecce,1,3
26/09/2019,Torino,Milan,2,1
28/09/2019,Juventus,Spal,2,0
28/09/2019,Sampdoria,Inter,1,3
28/09/2019,Sassuolo,Atalanta,1,4
29/09/2019,Napoli,Brescia,2,1
29/09/2019,Lazio,Genoa,4,0
29/09/2019,Lecce,Roma,0,1
29/09/2019,Udinese,Bologna,1,0
29/09/2019,Cagliari,Verona,1,1
29/09/2019,Milan,Fiorentina,1,3
30/09/2019,Parma,Torino,3,2
05/10/2019,Spal,Parma,1,0
05/10/2019,Verona,Sampdoria,2,0
05/10/2019,Genoa,Milan,1,2
06/10/2019,Fiorentina,Udinese,1,0
06/10/2019,Atalanta,Lecce,3,1
06/10/2019,Bologna,Lazio,2,2
06/10/2019,Roma,Cagliari,1,1
06/10/2019,Torino,Napoli,0,0
06/10/2019,Inter,Juventus,1,2
19/10/2019,Lazio,Atalanta,3,3
19/10/2019,Napoli,Verona,2,0
19/10/2019,Juventus,Bologna,2,1
20/10/2019,Sassuolo,Inter,3,4
20/10/2019,Cagliari,Spal,2,0
20/10/2019,Sampdoria,Roma,0,0
20/10/2019,Udinese,Torino,1,0
20/10/2019,Parma,Genoa,5,1
20/10/2019,Milan,Lecce,2,2
21/10/2019,Brescia,Fiorentina,0,0
25/10/2019,Verona,Sassuolo,0,1
26/10/2019,Lecce,Juventus,1,1
26/10/2019,Inter,Parma,2,2
26/10/2019,Genoa,Brescia,3,1
27/10/2019,Bologna,Sampdoria,2,1
27/10/2019,Atalanta,Udinese,7,1
27/10/2019,Spal,Napoli,1,1
27/10/2019,Torino,Cagliari,1,1
27/10/2019,Roma,Milan,2,1
27/10/2019,Fiorentina,Lazio,1,2
29/10/2019,Parma,Verona,0,1
29/10/2019,Brescia,Inter,1,2
30/10/2019,Napoli,Atalanta,2,2
30/10/2019,Cagliari,Bologna,3,2
30/10/2019,Juventus,Genoa,2,1
30/10/2019,Lazio,Torino,4,0
30/10/2019,Sampdoria,Lecce,1,1
30/10/2019,Sassuolo,Fiorentina,1,2
30/10/2019,Udinese,Roma,0,4
31/10/2019,Milan,Spal,1,0
02/11/2019,Roma,Napoli,2,1
02/11/2019,Bologna,Inter,1,2
02/11/2019,Torino,Juventus,0,1
03/11/2019,Atalanta,Cagliari,0,2
03/11/2019,Genoa,Udinese,1,3
03/11/2019,Lecce,Sassuolo,2,2
03/11/2019,Verona,Brescia,2,1
03/11/2019,Fiorentina,Parma,1,1
03/11/2019,Milan,Lazio,1,2
04/11/2019,Spal,Sampdoria,0,1
08/11/2019,Sassuolo,Bologna,3,1
09/11/2019,Brescia,Torino,0,4
09/11/2019,Inter,Verona,2,1
09/11/2019,Napoli,Genoa,0,0
10/11/2019,Cagliari,Fiorentina,5,2
10/11/2019,Lazio,Lecce,4,2
10/11/2019,Sampdoria,Atalanta,0,0
10/11/2019,Udinese,Spal,0,0
10/11/2019,Parma,Roma,2,0
10/11/2019,Juventus,Milan,1,0
23/11/2019,Atalanta,Juventus,1,3
23/11/2019,Milan,Napoli,1,1
23/11/2019,Torino,Inter,0,3
24/11/2019,Bologna,Parma,2,2
24/11/2019,Roma,Brescia,3,0
24/11/2019,Sassuolo,Lazio,1,2
24/11/2019,Verona,Fiorentina,1,0
24/11/2019,Sampdoria,Udinese,2,1
25/11/2019,Lecce,Cagliari,2,2
25/11/2019,Spal,Genoa,1,1
30/11/2019,Brescia,Atalanta,0,3
30/11/2019,Genoa,Torino,0,1
