Date,HomeTeam,AwayTeam,FTHG,FTAG
25/08/01,Bologna,Atalanta,1,0
26/08/01,Brescia,Milan,2,2
26/08/01,Fiorentina,Chievo,0,2
26/08/01,Inter,Perugia,4,1
26/08/01,Juventus,Venezia,4,0
26/08/01,Lazio,Piacenza,1,1
26/08/01,Lecce,Parma,1,1
26/08/01,Udinese,Torino,2,2
26/08/01,Verona,Roma,1,1
08/09/01,Perugia,Lazio,0,0
08/09/01,Roma,Udinese,1,1
09/09/01,Atalanta,Juventus,0,2
09/09/01,Chievo,Bologna,2,0
09/09/01,Milan,Fiorentina,5,2
09/09/01,Parma,Inter,2,2
09/09/01,Piacenza,Lecce,1,2
09/09/01,Torino,Brescia,1,3
09/09/01,Venezia,Verona,0,1
15/09/01,Juventus,Chievo,3,2
16/09/01,Bologna,Parma,1,0
16/09/01,Brescia,Lecce,1,1
16/09/01,Fiorentina,Atalanta,3,1
16/09/01,Inter,Venezia,2,1
16/09/01,Lazio,Torino,0,0
16/09/01,Piacenza,Roma,2,0
16/09/01,Udinese,Milan,1,2
16/09/01,Verona,Perugia,1,1
22/09/01,Lecce,Juventus,0,0
23/09/01,Atalanta,Verona,1,0
23/09/01,Chievo,Piacenza,4,2
23/09/01,Milan,Lazio,2,0
23/09/01,Parma,Brescia,1,0
23/09/01,Perugia,Udinese,1,2
23/09/01,Roma,Fiorentina,2,1
23/09/01,Torino,Inter,0,1
23/09/01,Venezia,Bologna,0,1
29/09/01,Juventus,Roma,0,2
30/09/01,Brescia,Atalanta,3,3
30/09/01,Fiorentina,Venezia,3,1
30/09/01,Inter,Bologna,1,0
30/09/01,Lazio,Parma,0,0
30/09/01,Perugia,Milan,3,1
30/09/01,Piacenza,Torino,3,1
30/09/01,Udinese,Chievo,1,2
30/09/01,Verona,Lecce,2,1
13/10/01,Lazio,Atalanta,2,0
13/10/01,Perugia,Roma,0,0
14/10/01,Brescia,Chievo,2,2
14/10/01,Juventus,Torino,3,3
14/10/01,Lecce,Fiorentina,4,1
14/10/01,Milan,Venezia,1,1
14/10/01,Parma,Piacenza,2,2
14/10/01,Udinese,Inter,1,1
14/10/01,Verona,Bologna,0,1
20/10/01,Bologna,Juventus,0,0
21/10/01,Atalanta,Udinese,1,5
21/10/01,Chievo,Parma,1,0
21/10/01,Fiorentina,Verona,0,2
21/10/01,Inter,Milan,2,4
21/10/01,Piacenza,Brescia,0,1
21/10/01,Roma,Lecce,5,1
21/10/01,Torino,Perugia,1,0
21/10/01,Venezia,Lazio,0,0
27/10/01,Juventus,Inter,0,0
27/10/01,Roma,Lazio,2,0
28/10/01,Brescia,Venezia,3,2
28/10/01,Chievo,Torino,3,0
28/10/01,Lecce,Atalanta,0,2
28/10/01,Milan,Bologna,0,0
28/10/01,Parma,Verona,2,2
28/10/01,Perugia,Piacenza,1,0
28/10/01,Udinese,Fiorentina,1,2
03/11/01,Venezia,Chievo,0,0
04/11/01,Atalanta,Roma,1,1
04/11/01,Bologna,Fiorentina,3,2
04/11/01,Inter,Lecce,2,0
04/11/01,Lazio,Brescia,5,0
04/11/01,Parma,Perugia,2,1
04/11/01,Piacenza,Udinese,1,2
04/11/01,Torino,Milan,1,0
04/11/01,Verona,Juventus,2,2
17/11/01,Roma,Inter,0,0
18/11/01,Atalanta,Venezia,1,0
18/11/01,Fiorentina,Torino,0,0
18/11/01,Juventus,Parma,3,1
