Date,HomeTeam,AwayTeam,FTHG,FTAG
24/01/07,Catania,Empoli,2,1
27/01/07,Palermo,Lazio,0,3
27/01/07,Torino,Udinese,2,3
28/01/07,Atalanta,Catania,1,1
28/01/07,Cagliari,Reggina,0,2
28/01/07,Chievo,Empoli,0,0
28/01/07,Fiorentina,Livorno,2,1
28/01/07,Messina,Ascoli,1,2
28/01/07,Milan,Parma,1,0
28/01/07,Roma,Siena,1,0
28/01/07,Sampdoria,Inter,0,2
02/02/07,Catania,Palermo,1,2
11/02/07,Atalanta,Lazio,0,0
11/02/07,Cagliari,Siena,2,2
11/02/07,Chievo,Inter,0,2
11/02/07,Fiorentina,Udinese,2,0
11/02/07,Messina,Catania,1,1
11/02/07,Milan,Livorno,2,1
11/02/07,Palermo,Empoli,0,1
11/02/07,Roma,Parma,3,0
11/02/07,Sampdoria,Ascoli,2,0
11/02/07,Torino,Reggina,1,2
17/02/07,Empoli,Roma,1,0
17/02/07,Inter,Cagliari,1,0
17/02/07,Siena,Milan,3,4
18/02/07,Ascoli,Udinese,2,2
18/02/07,Catania,Fiorentina,0,1
18/02/07,Lazio,Torino,2,0
18/02/07,Livorno,Messina,2,1
18/02/07,Palermo,Chievo,1,1
18/02/07,Parma,Sampdoria,0,1
18/02/07,Reggina,Atalanta,1,1
24/02/07,Atalanta,Palermo,1,1
24/02/07,Chievo,Torino,3,0
25/02/07,Cagliari,Lazio,0,2
25/02/07,Catania,Inter,2,5
25/02/07,Fiorentina,Empoli,2,0
25/02/07,Livorno,Ascoli,0,0
25/02/07,Messina,Siena,1,0
25/02/07,Milan,Sampdoria,1,0
25/02/07,Roma,Reggina,3,0
25/02/07,Udinese,Parma,3,3
28/02/07,Ascoli,Parma,0,0
28/02/07,Chievo,Roma,2,2
28/02/07,Empoli,Messina,3,1
28/02/07,Inter,Udinese,1,1
28/02/07,Lazio,Catania,3,1
28/02/07,Palermo,Milan,0,0
28/02/07,Reggina,Fiorentina,1,1
28/02/07,Sampdoria,Atalanta,2,1
28/02/07,Siena,Livorno,0,0
28/02/07,Torino,Cagliari,1,0
03/03/07,Ascoli,Roma,1,1
03/03/07,Livorno,Inter,1,2
03/03/07,Milan,Chievo,3,1
04/03/07,Cagliari,Atalanta,2,0
04/03/07,Catania,Siena,1,1
04/03/07,Fiorentina,Torino,5,1
04/03/07,Lazio,Sampdoria,1,0
04/03/07,Messina,Palermo,2,0
04/03/07,Parma,Reggina,2,2
04/03/07,Udinese,Empoli,0,1
10/03/07,Sampdoria,Cagliari,1,1
11/03/07,Atalanta,Parma,1,1
11/03/07,Chievo,Messina,1,1
11/03/07,Empoli,Livorno,2,2
11/03/07,Inter,Milan,2,1
11/03/07,Palermo,Fiorentina,1,1
11/03/07,Reggina,Lazio,2,3
11/03/07,Roma,Udinese,3,1
11/03/07,Siena,Ascoli,0,1
11/03/07,Torino,Catania,1,0
17/03/07,Sampdoria,Palermo,1,1
18/03/07,Ascoli,Inter,1,2
18/03/07,Cagliari,Chievo,0,2
18/03/07,Catania,Reggina,1,4
18/03/07,Fiorentina,Roma,0,0
18/03/07,Lazio,Empoli,3,1
18/03/07,Messina,Torino,0,3
18/03/07,Milan,Atalanta,1,0
18/03/07,Parma,Siena,1,0
18/03/07,Udinese,Livorno,4,0
31/03/07,Reggina,Siena,0,1
31/03/07,Roma,Milan,1,1
01/04/07,Atalanta,Fiorentina,2,2
01/04/07,Cagliari,Messina,2,0
01/04/07,Chievo,Sampdoria,1,1
01/04/07,Empoli,Ascoli,4,1
01/04/07,Inter,Parma,2,0
01/04/07,Livorno,Catania,4,1
01/04/07,Torino,Palermo,0,0
01/04/07,Udinese,Lazio,2,4
07/04/07,Atalanta,Chievo,1,0
07/04/07,Catania,Roma,0,2
07/04/07,Fiorentina,Ascoli,4,0
07/04/07,Lazio,Messina,1,0
07/04/07,Milan,Empoli,3,1
07/04/07,Palermo,Cagliari,1,3
07/04/07,Parma,Livorno,1,0
07/04/07,Reggina,Inter,0,0
07/04/07,Sampdoria,Torino,1,0
07/04/07,Siena,Udinese,2,2
14/04/07,Cagliari,Empoli,0,0
14/04/07,Udinese,Chievo,2,1
15/04/07,Ascoli,Lazio,2,2
15/04/07,Fiorentina,Siena,1,0
15/04/07,Inter,Palermo,2,2
15/04/07,Livorno,Reggina,1,1
15/04/07,Messina,Milan,1,3
15/04/07,Parma,Catania,1,1
15/04/07,Roma,Sampdoria,4,0
15/04/07,Torino,Atalanta,1,2
18/04/07,Ascoli,Milan,2,5
18/04/07,Empoli,Atalanta,2,0
18/04/07,Inter,Roma,1,3
18/04/07,Lazio,Chievo,0,0
18/04/07,Livorno,Cagliari,2,1
18/04/07,Parma,Fiorentina,2,0
18/04/07,Reggina,Messina,3,1
18/04/07,Siena,Torino,1,0
18/04/07,Udinese,Sampdoria,1,0
21/04/07,Milan,Cagliari,3,1
21/04/07,Sampdoria,Messina,3,1
22/04/07,Atalanta,Roma,2,1
22/04/07,Chievo,Livorno,2,1
22/04/07,Empoli,Torino,0,0
22/04/07,Lazio,Fiorentina,0,1
22/04/07,Palermo,Parma,3,4
22/04/07,Reggina,Udinese,1,1
22/04/07,Siena,Inter,1,2
28/04/07,Fiorentina,Chievo,1,0
28/04/07,Torino,Milan,0,1
29/04/07,Ascoli,Reggina,2,3
29/04/07,Inter,Empoli,3,1
29/04/07,Livorno,Palermo,1,2
29/04/07,Messina,Atalanta,0,0
29/04/07,Parma,Cagliari,2,1
29/04/07,Roma,Lazio,0,0
29/04/07,Siena,Sampdoria,0,2
29/04/07,Udinese,Catania,0,1
02/05/07,Catania,Ascoli,3,3
06/05/07,Atalanta,Siena,3,1
06/05/07,Cagliari,Udinese,2,1
06/05/07,Chievo,Parma,1,0
06/05/07,Empoli,Catania,2,1
06/05/07,Lazio,Livorno,1,0
06/05/07,Messina,Inter,0,1
06/05/07,Milan,Fiorentina,0,0
06/05/07,Palermo,Roma,1,2
06/05/07,Sampdoria,Reggina,0,0
06/05/07,Torino,Ascoli,1,0
13/05/07,Ascoli,Palermo,3,2
13/05/07,Catania,Milan,1,1
13/05/07,Fiorentina,Cagliari,1,0
13/05/07,Inter,Lazio,4,3
13/05/07,Livorno,Sampdoria,1,0
13/05/07,Parma,Messina,4,1
13/05/07,Reggina,Chievo,1,1
13/05/07,Roma,Torino,0,1
13/05/07,Siena,Empoli,2,0
13/05/07,Udinese,Atalanta,2,3
19/05/07,Milan,Udinese,2,3
20/05/07,Atalanta,Inter,1,1
20/05/07,Cagliari,Roma,3,2
20/05/07,Chievo,Ascoli,1,0
20/05/07,Empoli,Reggina,3,3
20/05/07,Lazio,Parma,0,0
20/05/07,Messina,Fiorentina,2,2
20/05/07,Palermo,Siena,2,1
20/05/07,Sampdoria,Catania,1,0
20/05/07,Torino,Livorno,0,0
27/05/07,Ascoli,Cagliari,2,1
27/05/07,Catania,Chievo,2,0
27/05/07,Fiorentina,Sampdoria,5,1
27/05/07,Inter,Torino,3,0
27/05/07,Livorno,Atalanta,4,2
27/05/07,Parma,Empoli,3,1
27/05/07,Reggina,Milan,2,0
27/05/07,Roma,Messina,4,3
27/05/07,Siena,Lazio,2,1
27/05/07,Udinese,Palermo,1,2
