Date,HomeTeam,AwayTeam,FTHG,FTAG
23/08/2025,Genoa,Lecce,0,0
23/08/2025,Sassuolo,Napoli,0,2
23/08/2025,Milan,Cremonese,1,2
23/08/2025,Roma,Bologna,1,0
24/08/2025,Cagliari,Fiorentina,1,1
24/08/2025,Como,Lazio,2,0
24/08/2025,Atalanta,Pisa,1,1
24/08/2025,Juventus,Parma,2,0
25/08/2025,Udinese,Verona,1,1
25/08/2025,Inter,Torino,5,0
29/08/2025,Cremonese,Sassuolo,3,2
29/08/2025,Lecce,Milan,0,2
30/08/2025,Bologna,Como,1,0
30/08/2025,Parma,Atalanta,1,1
30/08/2025,Napoli,Cagliari,1,0
30/08/2025,Pisa,Roma,0,1
31/08/2025,Genoa,Juventus,0,1
31/08/2025,Torino,Fiorentina,0,0
31/08/2025,Inter,Udinese,1,2
31/08/2025,Lazio,Verona,4,0
13/09/2025,Cagliari,Parma,2,0
13/09/2025,Juventus,Inter,4,3
13/09/2025,Fiorentina,Napoli,1,3
14/09/2025,Roma,Torino,0,1
14/09/2025,Atalanta,Lecce,4,1
14/09/2025,Pisa,Udinese,0,1
14/09/2025,Sassuolo,Lazio,1,0
14/09/2025,Milan,Bologna,1,0
15/09/2025,Verona,Cremonese,0,0
15/09/2025,Como,Genoa,1,1
19/09/2025,Lecce,Cagliari,1,2
20/09/2025,Bologna,Genoa,2,1
20/09/2025,Verona,Juventus,1,1
20/09/2025,Udinese,Milan,0,3
21/09/2025,Lazio,Roma,0,1
21/09/2025,Cremonese,Parma,0,0
21/09/2025,Torino,Atalanta,0,3
21/09/2025,Fiorentina,Como,1,2
21/09/2025,Inter,Sassuolo,2,1
22/09/2025,Napoli,Pisa,3,2
27/09/2025,Como,Cremonese,1,1
27/09/2025,Juventus,Atalanta,1,1
27/09/2025,Cagliari,Inter,0,2
28/09/2025,Sassuolo,Udinese,3,1
28/09/2025,Pisa,Fiorentina,0,0
28/09/2025,Roma,Verona,2,0
28/09/2025,Lecce,Bologna,2,2
28/09/2025,Milan,Napoli,2,1
29/09/2025,Parma,Torino,2,1
29/09/2025,Genoa,Lazio,0,3
03/10/2025,Verona,Sassuolo,0,1
04/10/2025,Lazio,Torino,3,3
04/10/2025,Parma,Lecce,0,1
04/10/2025,Inter,Cremonese,4,1
04/10/2025,Atalanta,Como,1,1
05/10/2025,Udinese,Cagliari,1,1
05/10/2025,Bologna,Pisa,4,0
05/10/2025,Fiorentina,Roma,1,2
05/10/2025,Napoli,Genoa,2,1
05/10/2025,Juventus,Milan,0,0
18/10/2025,Lecce,Sassuolo,0,0
18/10/2025,Pisa,Verona,0,0
18/10/2025,Torino,Napoli,1,0
18/10/2025,Roma,Inter,0,1
19/10/2025,Como,Juventus,2,0
19/10/2025,Cagliari,Bologna,0,2
19/10/2025,Genoa,Parma,0,0
19/10/2025,Atalanta,Lazio,0,0
19/10/2025,Milan,Fiorentina,2,1
20/10/2025,Cremonese,Udinese,1,1
24/10/2025,Milan,Pisa,2,2
25/10/2025,Parma,Como,0,0
25/10/2025,Udinese,Lecce,3,2
25/10/2025,Napoli,Inter,3,1
25/10/2025,Cremonese,Atalanta,1,1
26/10/2025,Torino,Genoa,2,1
26/10/2025,Sassuolo,Roma,0,1
26/10/2025,Verona,Cagliari,2,2
26/10/2025,Fiorentina,Bologna,2,2
26/10/2025,Lazio,Juventus,1,0
28/10/2025,Lecce,Napoli,0,1
28/10/2025,Atalanta,Milan,1,1
29/10/2025,Como,Verona,3,1
29/10/2025,Juventus,Udinese,3,1
29/10/2025,Roma,Parma,2,1
29/10/2025,Bologna,Torino,0,0
29/10/2025,Genoa,Cremonese,0,2
29/10/2025,Inter,Fiorentina,3,0
30/10/2025,Cagliari,Sassuolo,1,2
30/10/2025,Pisa,Lazio,0,0
01/11/2025,Udinese,Atalanta,1,0
01/11/2025,Napoli,Como,0,0
01/11/2025,Cremonese,Juventus,1,2
02/11/2025,Verona,Inter,1,2
02/11/2025,Fiorentina,Lecce,0,1
02/11/2025,Torino,Pisa,2,2
02/11/2025,Parma,Bologna,1,3
02/11/2025,Milan,Roma,1,0
03/11/2025,Sassuolo,Genoa,1,2
03/11/2025,Lazio,Cagliari,2,0
07/11/2025,Pisa,Cremonese,1,0
08/11/2025,Como,Cagliari,0,0
08/11/2025,Lecce,Verona,0,0
08/11/2025,Juventus,Torino,0,0
08/11/2025,Parma,Milan,2,2
09/11/2025,Atalanta,Sassuolo,0,3
09/11/2025,Bologna,Napoli,2,0
09/11/2025,Genoa,Fiorentina,2,2
09/11/2025,Roma,Udinese,2,0
09/11/2025,Inter,Lazio,2,0
22/11/2025,Cagliari,Genoa,3,3
22/11/2025,Udinese,Bologna,0,3
22/11/2025,Fiorentina,Juventus,1,1
22/11/2025,Napoli,Atalanta,3,1
23/11/2025,Verona,Parma,1,2
23/11/2025,Cremonese,Roma,1,3
23/11/2025,Lazio,Lecce,2,0
23/11/2025,Inter,Milan,0,1
24/11/2025,Torino,Como,1,5
