Date,HomeTeam,AwayTeam,FTHG,FTAG
27/08/05,Fiorentina,Sampdoria,2,1
27/08/05,Livorno,Lecce,2,1
28/08/05,Ascoli,Milan,1,1
28/08/05,Inter,Treviso,3,0
28/08/05,Juventus,Chievo,1,0
28/08/05,Lazio,Messina,1,0
28/08/05,Parma,Palermo,1,1
28/08/05,Reggina,Roma,0,3
28/08/05,Siena,Cagliari,2,1
28/08/05,Udinese,Empoli,1,0
10/09/05,Milan,Siena,3,1
10/09/05,Palermo,Inter,3,2
11/09/05,Cagliari,Lazio,1,1
11/09/05,Chievo,Parma,1,0
11/09/05,Empoli,Juventus,0,4
11/09/05,Lecce,Ascoli,0,0
11/09/05,Messina,Fiorentina,2,2
11/09/05,Roma,Udinese,0,1
11/09/05,Sampdoria,Reggina,3,2
11/09/05,Treviso,Livorno,0,1
17/09/05,Inter,Lecce,3,0
17/09/05,Parma,Empoli,1,0
18/09/05,Cagliari,Messina,1,1
18/09/05,Fiorentina,Udinese,4,2
18/09/05,Juventus,Ascoli,2,1
18/09/05,Lazio,Treviso,3,1
18/09/05,Livorno,Roma,0,0
18/09/05,Reggina,Chievo,1,3
18/09/05,Sampdoria,Milan,2,1
18/09/05,Siena,Palermo,1,2
21/09/05,Ascoli,Siena,1,1
21/09/05,Chievo,Inter,0,1
21/09/05,Empoli,Cagliari,3,1
21/09/05,Lecce,Fiorentina,1,3
21/09/05,Messina,Livorno,0,0
21/09/05,Milan,Lazio,2,0
21/09/05,Palermo,Reggina,1,0
21/09/05,Roma,Parma,4,1
21/09/05,Treviso,Sampdoria,0,2
21/09/05,Udinese,Juventus,0,1
24/09/05,Parma,Juventus,1,2
24/09/05,Reggina,Udinese,2,0
25/09/05,Cagliari,Roma,0,0
25/09/05,Empoli,Lecce,1,0
25/09/05,Inter,Fiorentina,1,0
25/09/05,Lazio,Palermo,4,2
25/09/05,Livorno,Ascoli,2,0
25/09/05,Sampdoria,Chievo,1,2
25/09/05,Siena,Messina,4,2
25/09/05,Treviso,Milan,0,2
01/10/05,Chievo,Treviso,0,0
01/10/05,Udinese,Lazio,3,0
02/10/05,Ascoli,Parma,3,1
02/10/05,Fiorentina,Livorno,3,2
02/10/05,Juventus,Inter,2,0
02/10/05,Lecce,Cagliari,3,0
02/10/05,Messina,Sampdoria,1,4
02/10/05,Milan,Reggina,2,1
02/10/05,Palermo,Empoli,2,2
02/10/05,Roma,Siena,2,3
15/10/05,Juventus,Messina,1,0
15/10/05,Siena,Udinese,2,3
16/10/05,Ascoli,Sampdoria,2,1
16/10/05,Cagliari,Milan,0,2
16/10/05,Empoli,Roma,1,0
16/10/05,Inter,Livorno,5,0
16/10/05,Lazio,Fiorentina,1,0
16/10/05,Palermo,Chievo,2,2
16/10/05,Parma,Treviso,1,1
16/10/05,Reggina,Lecce,2,0
22/10/05,Fiorentina,Parma,4,1
22/10/05,Messina,Ascoli,1,1
