Date,HomeTeam,AwayTeam,FTHG,FTAG
25/08/07,Juventus,Livorno,5,1
25/08/07,Lazio,Torino,2,2
26/08/07,Fiorentina,Empoli,3,1
26/08/07,Genoa,Milan,0,3
26/08/07,Inter,Udinese,1,1
26/08/07,Napoli,Cagliari,0,2
26/08/07,Palermo,Roma,0,2
26/08/07,Parma,Catania,2,2
26/08/07,Reggina,Atalanta,1,1
26/08/07,Siena,Sampdoria,1,2
01/09/07,Empoli,Inter,0,2
02/09/07,Atalanta,Parma,2,0
02/09/07,Cagliari,Juventus,2,3
02/09/07,Catania,Genoa,0,0
02/09/07,Livorno,Palermo,2,4
02/09/07,Roma,Siena,3,0
02/09/07,Sampdoria,Lazio,0,0
02/09/07,Torino,Reggina,2,2
02/09/07,Udinese,Napoli,0,5
03/09/07,Milan,Fiorentina,1,1
15/09/07,Lazio,Empoli,0,0
15/09/07,Siena,Milan,1,1
16/09/07,Fiorentina,Atalanta,2,2
16/09/07,Genoa,Livorno,1,1
16/09/07,Inter,Catania,2,0
16/09/07,Juventus,Udinese,0,1
16/09/07,Napoli,Sampdoria,2,0
16/09/07,Palermo,Torino,1,1
16/09/07,Parma,Cagliari,1,1
16/09/07,Reggina,Roma,0,2
22/09/07,Milan,Parma,1,1
22/09/07,Udinese,Reggina,2,0
23/09/07,Atalanta,Lazio,2,1
23/09/07,Cagliari,Palermo,0,1
23/09/07,Catania,Fiorentina,0,1
23/09/07,Empoli,Napoli,0,0
23/09/07,Livorno,Inter,2,2
23/09/07,Roma,Juventus,2,2
23/09/07,Sampdoria,Genoa,0,0
23/09/07,Torino,Siena,1,1
26/09/07,Catania,Empoli,1,0
26/09/07,Fiorentina,Roma,2,2
26/09/07,Genoa,Udinese,3,2
26/09/07,Inter,Sampdoria,3,0
26/09/07,Juventus,Reggina,4,0
26/09/07,Lazio,Cagliari,3,1
26/09/07,Napoli,Livorno,1,0
26/09/07,Palermo,Milan,2,1
26/09/07,Parma,Torino,2,0
26/09/07,Siena,Atalanta,1,1
29/09/07,Livorno,Fiorentina,0,3
29/09/07,Roma,Inter,1,4
30/09/07,Cagliari,Siena,1,0
30/09/07,Empoli,Palermo,3,1
30/09/07,Milan,Catania,1,1
30/09/07,Napoli,Genoa,1,2
30/09/07,Reggina,Lazio,1,1
30/09/07,Sampdoria,Atalanta,3,0
30/09/07,Torino,Juventus,0,1
30/09/07,Udinese,Parma,2,1
06/10/07,Atalanta,Udinese,0,0
06/10/07,Inter,Napoli,2,1
07/10/07,Catania,Livorno,1,0
07/10/07,Fiorentina,Juventus,1,1
07/10/07,Genoa,Cagliari,2,0
07/10/07,Lazio,Milan,1,5
07/10/07,Palermo,Reggina,1,1
07/10/07,Parma,Roma,0,3
07/10/07,Siena,Empoli,3,0
07/10/07,Torino,Sampdoria,1,0
20/10/07,Reggina,Inter,0,1
20/10/07,Roma,Napoli,4,4
21/10/07,Atalanta,Torino,2,2
21/10/07,Cagliari,Catania,1,1
21/10/07,Fiorentina,Siena,3,0
21/10/07,Juventus,Genoa,1,0
21/10/07,Livorno,Lazio,0,1
21/10/07,Milan,Empoli,0,1
21/10/07,Sampdoria,Parma,3,0
21/10/07,Udinese,Palermo,1,1
27/10/07,Napoli,Juventus,3,1
27/10/07,Torino,Cagliari,2,0
28/10/07,Catania,Sampdoria,2,0
28/10/07,Empoli,Atalanta,0,1
28/10/07,Genoa,Fiorentina,0,0
28/10/07,Lazio,Udinese,0,1
28/10/07,Milan,Roma,0,1
28/10/07,Palermo,Inter,0,0
28/10/07,Parma,Livorno,3,2
28/10/07,Siena,Reggina,0,0
31/10/07,Atalanta,Cagliari,2,2
31/10/07,Fiorentina,Napoli,1,0
31/10/07,Inter,Genoa,4,1
31/10/07,Juventus,Empoli,3,0
31/10/07,Palermo,Parma,1,1
31/10/07,Reggina,Livorno,1,3
31/10/07,Roma,Lazio,3,2
31/10/07,Sampdoria,Milan,0,5
31/10/07,Siena,Catania,1,1
31/10/07,Udinese,Torino,2,1
03/11/07,Lazio,Fiorentina,0,1
