Date,HomeTeam,AwayTeam,FTHG,FTAG
13/08/2022,Milan,Udinese,4,2
13/08/2022,Sampdoria,Atalanta,0,2
13/08/2022,Lecce,Inter,1,2
13/08/2022,Monza,Torino,1,2
14/08/2022,Fiorentina,Cremonese,3,2
14/08/2022,Lazio,Bologna,2,1
14/08/2022,Salernitana,Roma,0,1
14/08/2022,Spezia,Empoli,1,0
15/08/2022,Verona,Napoli,2,5
15/08/2022,Juventus,Sassuolo,3,0
20/08/2022,Torino,Lazio,0,0
20/08/2022,Udinese,Salernitana,0,0
20/08/2022,Inter,Spezia,3,0
20/08/2022,Sassuolo,Lecce,1,0
21/08/2022,Empoli,Fiorentina,0,0
21/08/2022,Napoli,Monza,4,0
21/08/2022,Atalanta,Milan,1,1
21/08/2022,Bologna,Verona,1,1
22/08/2022,Roma,Cremonese,1,0
22/08/2022,Sampdoria,Juventus,0,0
26/08/2022,Monza,Udinese,1,2
26/08/2022,Lazio,Inter,3,1
27/08/2022,Cremonese,Torino,1,2
27/08/2022,Juventus,Roma,1,1
27/08/2022,Milan,Bologna,2,0
27/08/2022,Spezia,Sassuolo,2,2
28/08/2022,Salernitana,Sampdoria,4,0
28/08/2022,Verona,Atalanta,0,1
28/08/2022,Fiorentina,Napoli,0,0
28/08/2022,Lecce,Empoli,1,1
30/08/2022,Sassuolo,Milan,0,0
30/08/2022,Inter,Cremonese,3,1
30/08/2022,Roma,Monza,3,0
31/08/2022,Empoli,Verona,1,1
31/08/2022,Sampdoria,Lazio,1,1
31/08/2022,Udinese,Fiorentina,1,0
31/08/2022,Juventus,Spezia,2,0
31/08/2022,Napoli,Lecce,1,1
01/09/2022,Atalanta,Torino,3,1
01/09/2022,Bologna,Salernitana,1,1
03/09/2022,Fiorentina,Juventus,1,1
03/09/2022,Milan,Inter,3,2
03/09/2022,Lazio,Napoli,1,2
04/09/2022,Cremonese,Sassuolo,0,0
04/09/2022,Spezia,Bologna,2,2
04/09/2022,Verona,Sampdoria,2,1
04/09/2022,Udinese,Roma,4,0
05/09/2022,Monza,Atalanta,0,2
05/09/2022,Salernitana,Empoli,2,2
05/09/2022,Torino,Lecce,1,0
10/09/2022,Napoli,Spezia,1,0
10/09/2022,Inter,Torino,1,0
10/09/2022,Sampdoria,Milan,1,2
11/09/2022,Atalanta,Cremonese,1,1
11/09/2022,Bologna,Fiorentina,2,1
