Date,HomeTeam,AwayTeam,FTHG,FTAG
21/10/12,Atalanta,Siena,2,1
21/10/12,Cagliari,Bologna,1,0
21/10/12,Chievo,Fiorentina,1,1
21/10/12,Genoa,Roma,2,4
21/10/12,Inter,Catania,2,0
21/10/12,Palermo,Torino,0,0
21/10/12,Parma,Sampdoria,2,1
21/10/12,Udinese,Pescara,1,0
27/10/12,Milan,Genoa,1,0
27/10/12,Siena,Palermo,0,0
28/10/12,Bologna,Inter,1,3
28/10/12,Catania,Juventus,0,1
28/10/12,Fiorentina,Lazio,2,0
28/10/12,Napoli,Chievo,1,0
28/10/12,Pescara,Atalanta,0,0
28/10/12,Roma,Udinese,2,3
28/10/12,Sampdoria,Cagliari,0,1
28/10/12,Torino,Parma,1,3
30/10/12,Palermo,Milan,2,2
31/10/12,Atalanta,Napoli,1,0
31/10/12,Cagliari,Siena,4,2
31/10/12,Chievo,Pescara,2,0
31/10/12,Inter,Sampdoria,3,2
31/10/12,Juventus,Bologna,2,1
31/10/12,Lazio,Torino,1,1
31/10/12,Parma,Roma,3,2
31/10/12,Udinese,Catania,2,2
01/11/12,Genoa,Fiorentina,0,1
03/11/12,Juventus,Inter,1,3
03/11/12,Milan,Chievo,5,1
04/11/12,Bologna,Udinese,1,1
04/11/12,Catania,Lazio,4,0
04/11/12,Fiorentina,Cagliari,4,1
04/11/12,Napoli,Torino,1,1
04/11/12,Pescara,Parma,2,0
04/11/12,Roma,Palermo,4,1
04/11/12,Sampdoria,Atalanta,1,2
04/11/12,Siena,Genoa,1,0
10/11/12,Cagliari,Catania,0,0
10/11/12,Pescara,Juventus,1,6
11/11/12,Atalanta,Inter,3,2
11/11/12,Chievo,Udinese,2,2
11/11/12,Genoa,Napoli,2,4
11/11/12,Lazio,Roma,3,2
11/11/12,Milan,Fiorentina,1,3
11/11/12,Palermo,Sampdoria,2,0
11/11/12,Parma,Siena,0,0
11/11/12,Torino,Bologna,1,0
17/11/12,Juventus,Lazio,0,0
17/11/12,Napoli,Milan,2,2
18/11/12,Bologna,Palermo,3,0
18/11/12,Catania,Chievo,2,1
18/11/12,Fiorentina,Atalanta,4,1
18/11/12,Inter,Cagliari,2,2
18/11/12,Sampdoria,Genoa,3,1
18/11/12,Siena,Pescara,1,0
18/11/12,Udinese,Parma,2,2
19/11/12,Roma,Torino,2,0
24/11/12,Palermo,Catania,3,1
25/11/12,Atalanta,Genoa,0,1
25/11/12,Chievo,Siena,0,0
25/11/12,Milan,Juventus,1,0
25/11/12,Pescara,Roma,0,1
25/11/12,Sampdoria,Bologna,1,0
25/11/12,Torino,Fiorentina,2,2
26/11/12,Cagliari,Napoli,0,1
26/11/12,Parma,Inter,1,0
27/11/12,Lazio,Udinese,3,0
30/11/12,Catania,Milan,1,3
01/12/12,Juventus,Torino,3,0
02/12/12,Bologna,Atalanta,2,1
02/12/12,Fiorentina,Sampdoria,2,2
02/12/12,Genoa,Chievo,2,4
02/12/12,Inter,Palermo,1,0
02/12/12,Lazio,Parma,2,1
02/12/12,Napoli,Pescara,5,1
02/12/12,Siena,Roma,1,3
02/12/12,Udinese,Cagliari,4,1
08/12/12,Atalanta,Parma,2,1
08/12/12,Roma,Fiorentina,4,2
09/12/12,Cagliari,Chievo,0,2
09/12/12,Inter,Napoli,2,1
09/12/12,Palermo,Juventus,0,1
09/12/12,Pescara,Genoa,2,0
09/12/12,Siena,Catania,1,3
09/12/12,Torino,Milan,2,4
10/12/12,Bologna,Lazio,0,0
10/12/12,Sampdoria,Udinese,0,2
15/12/12,Lazio,Inter,1,0
15/12/12,Udinese,Palermo,1,1
16/12/12,Catania,Sampdoria,3,1
16/12/12,Chievo,Roma,1,0
16/12/12,Fiorentina,Siena,4,1
16/12/12,Genoa,Torino,1,1
16/12/12,Juventus,Atalanta,3,0
16/12/12,Milan,Pescara,4,1
16/12/12,Napoli,Bologna,2,3
16/12/12,Parma,Cagliari,4,1
21/12/12,Cagliari,Juventus,1,3
21/12/12,Pescara,Catania,2,1
22/12/12,Atalanta,Udinese,1,1
22/12/12,Bologna,Parma,1,2
22/12/12,Inter,Genoa,1,1
22/12/12,Palermo,Fiorentina,0,3
22/12/12,Roma,Milan,4,2
22/12/12,Sampdoria,Lazio,0,1
22/12/12,Siena,Napoli,0,2
22/12/12,Torino,Chievo,2,0
05/01/13,Catania,Torino,0,0
05/01/13,Lazio,Cagliari,2,1
06/01/13,Chievo,Atalanta,1,0
06/01/13,Fiorentina,Pescara,0,2
06/01/13,Genoa,Bologna,2,0
06/01/13,Juventus,Sampdoria,1,2
06/01/13,Milan,Siena,2,1
06/01/13,Napoli,Roma,4,1
06/01/13,Parma,Palermo,2,1
06/01/13,Udinese,Inter,3,0
12/01/13,Bologna,Chievo,4,0
12/01/13,Inter,Pescara,2,0
13/01/13,Cagliari,Genoa,2,1
13/01/13,Catania,Roma,1,0
13/01/13,Lazio,Atalanta,2,0
13/01/13,Napoli,Palermo,3,0
13/01/13,Parma,Juventus,1,1
13/01/13,Sampdoria,Milan,0,0
13/01/13,Torino,Siena,3,2
13/01/13,Udinese,Fiorentina,3,1
19/01/13,Juventus,Udinese,4,0
19/01/13,Milan,Bologna,2,1
19/01/13,Palermo,Lazio,2,2
20/01/13,Atalanta,Cagliari,1,1
20/01/13,Chievo,Parma,1,1
20/01/13,Fiorentina,Napoli,1,1
20/01/13,Genoa,Catania,0,2
20/01/13,Pescara,Torino,0,2
20/01/13,Roma,Inter,1,1
20/01/13,Siena,Sampdoria,1,0
26/01/13,Juventus,Genoa,1,1
26/01/13,Lazio,Chievo,0,1
27/01/13,Atalanta,Milan,0,1
27/01/13,Bologna,Roma,3,3
27/01/13,Cagliari,Palermo,1,1
27/01/13,Catania,Fiorentina,2,1
27/01/13,Inter,Torino,2,2
27/01/13,Parma,Napoli,1,2
27/01/13,Sampdoria,Pescara,6,0
27/01/13,Udinese,Siena,1,0
01/02/13,Roma,Cagliari,2,4
02/02/13,Napoli,Catania,2,0
02/02/13,Torino,Sampdoria,0,0
03/02/13,Chievo,Juventus,1,2
03/02/13,Fiorentina,Parma,2,0
03/02/13,Genoa,Lazio,3,2
03/02/13,Milan,Udinese,2,1
03/02/13,Palermo,Atalanta,1,2
03/02/13,Pescara,Bologna,2,3
03/02/13,Siena,Inter,3,1
09/02/13,Juventus,Fiorentina,2,0
09/02/13,Lazio,Napoli,1,1
10/02/13,Atalanta,Catania,0,0
10/02/13,Bologna,Siena,1,1
10/02/13,Cagliari,Milan,1,1
10/02/13,Inter,Chievo,3,1
10/02/13,Palermo,Pescara,1,1
10/02/13,Parma,Genoa,0,0
10/02/13,Sampdoria,Roma,3,1
10/02/13,Udinese,Torino,1,0
15/02/13,Milan,Parma,2,1
16/02/13,Chievo,Palermo,1,1
16/02/13,Roma,Juventus,1,0
17/02/13,Catania,Bologna,1,0
17/02/13,Fiorentina,Inter,4,1
17/02/13,Genoa,Udinese,1,0
17/02/13,Napoli,Sampdoria,0,0
17/02/13,Pescara,Cagliari,0,2
17/02/13,Torino,Atalanta,2,1
18/02/13,Siena,Lazio,3,0
23/02/13,Palermo,Genoa,0,0
24/02/13,Atalanta,Roma,2,3
24/02/13,Cagliari,Torino,4,3
24/02/13,Inter,Milan,1,1
24/02/13,Juventus,Siena,3,0
24/02/13,Parma,Catania,1,2
24/02/13,Sampdoria,Chievo,2,0
25/02/13,Lazio,Pescara,2,0
25/02/13,Udinese,Napoli,0,0
26/02/13,Bologna,Fiorentina,2,1
01/03/13,Napoli,Juventus,1,1
02/03/13,Milan,Lazio,3,0
03/03/13,Bologna,Cagliari,3,0
03/03/13,Catania,Inter,2,3
03/03/13,Fiorentina,Chievo,2,1
03/03/13,Pescara,Udinese,0,1
03/03/13,Roma,Genoa,3,1
03/03/13,Sampdoria,Parma,1,0
03/03/13,Siena,Atalanta,0,2
03/03/13,Torino,Palermo,0,0
08/03/13,Genoa,Milan,0,2
09/03/13,Udinese,Roma,1,1
10/03/13,Atalanta,Pescara,2,1
10/03/13,Cagliari,Sampdoria,3,1
10/03/13,Chievo,Napoli,2,0
10/03/13,Inter,Bologna,0,1
10/03/13,Juventus,Catania,1,0
10/03/13,Lazio,Fiorentina,0,2
10/03/13,Palermo,Siena,1,2
10/03/13,Parma,Torino,4,1
16/03/13,Bologna,Juventus,0,2
16/03/13,Catania,Udinese,3,1
17/03/13,Fiorentina,Genoa,3,2
17/03/13,Milan,Palermo,2,0
17/03/13,Napoli,Atalanta,3,2
17/03/13,Pescara,Chievo,0,2
17/03/13,Roma,Parma,2,0
17/03/13,Siena,Cagliari,0,0
17/03/13,Torino,Lazio,1,0
30/03/13,Atalanta,Sampdoria,0,0
30/03/13,Cagliari,Fiorentina,2,1
30/03/13,Chievo,Milan,0,1
30/03/13,Genoa,Siena,2,2
30/03/13,Inter,Juventus,1,2
30/03/13,Lazio,Catania,2,1
30/03/13,Palermo,Roma,2,0
30/03/13,Parma,Pescara,3,0
30/03/13,Torino,Napoli,3,5
30/03/13,Udinese,Bologna,0,0
03/04/13,Sampdoria,Inter,0,2
06/04/13,Bologna,Torino,2,2
06/04/13,Juventus,Pescara,2,1
07/04/13,Catania,Cagliari,0,0
07/04/13,Fiorentina,Milan,2,2
07/04/13,Inter,Atalanta,3,4
07/04/13,Napoli,Genoa,2,0
07/04/13,Sampdoria,Palermo,1,3
07/04/13,Siena,Parma,0,0
07/04/13,Udinese,Chievo,3,1
08/04/13,Roma,Lazio,1,1
13/04/13,Atalanta,Fiorentina,0,2
13/04/13,Pescara,Siena,2,3
14/04/13,Cagliari,Inter,2,0
14/04/13,Chievo,Catania,0,0
14/04/13,Genoa,Sampdoria,1,1
14/04/13,Milan,Napoli,1,1
14/04/13,Palermo,Bologna,1,1
14/04/13,Parma,Udinese,0,3
14/04/13,Torino,Roma,1,2
15/04/13,Lazio,Juventus,0,2
20/04/13,Genoa,Atalanta,1,1
20/04/13,Udinese,Lazio,1,0
21/04/13,Bologna,Sampdoria,1,1
21/04/13,Catania,Palermo,1,1
21/04/13,Fiorentina,Torino,4,3
21/04/13,Inter,Parma,1,0
21/04/13,Juventus,Milan,1,0
21/04/13,Napoli,Cagliari,3,2
21/04/13,Roma,Pescara,1,1
21/04/13,Siena,Chievo,0,1
27/04/13,Atalanta,Bologna,1,1
27/04/13,Cagliari,Udinese,0,1
27/04/13,Pescara,Napoli,0,3
28/04/13,Chievo,Genoa,0,1
28/04/13,Milan,Catania,4,2
28/04/13,Palermo,Inter,1,0
28/04/13,Parma,Lazio,0,0
28/04/13,Roma,Siena,4,0
28/04/13,Sampdoria,Fiorentina,0,3
28/04/13,Torino,Juventus,0,2
04/05/13,Chievo,Cagliari,0,0
04/05/13,Fiorentina,Roma,0,1
05/05/13,Catania,Siena,3,0
05/05/13,Genoa,Pescara,4,1
05/05/13,Juventus,Palermo,1,0
05/05/13,Lazio,Bologna,6,0
05/05/13,Milan,Torino,1,0
05/05/13,Napoli,Inter,3,1
05/05/13,Parma,Atalanta,2,0
05/05/13,Udinese,Sampdoria,3,1
07/05/13,Roma,Chievo,0,1
08/05/13,Atalanta,Juventus,0,1
08/05/13,Bologna,Napoli,0,3
08/05/13,Cagliari,Parma,0,1
08/05/13,Inter,Lazio,1,3
08/05/13,Palermo,Udinese,2,3
08/05/13,Pescara,Milan,0,4
08/05/13,Sampdoria,Catania,1,1
08/05/13,Siena,Fiorentina,0,1
08/05/13,Torino,Genoa,0,0
11/05/13,Catania,Pescara,1,0
11/05/13,Juventus,Cagliari,1,1
12/05/13,Chievo,Torino,1,1
12/05/13,Fiorentina,Palermo,1,0
12/05/13,Genoa,Inter,0,0
12/05/13,Lazio,Sampdoria,2,0
12/05/13,Milan,Roma,0,0
12/05/13,Napoli,Siena,2,1
12/05/13,Parma,Bologna,0,2
12/05/13,Udinese,Atalanta,2,1
18/05/13,Sampdoria,Juventus,3,2
19/05/13,Atalanta,Chievo,2,2
19/05/13,Bologna,Genoa,0,0
19/05/13,Cagliari,Lazio,1,0
19/05/13,Inter,Udinese,2,5
19/05/13,Palermo,Parma,1,3
19/05/13,Pescara,Fiorentina,1,5
19/05/13,Roma,Napoli,2,1
19/05/13,Siena,Milan,1,2
19/05/13,Torino,Catania,2,2
